id,night,time,ann_id,label,FD-Fpz,FD-Pz,HFD-Fpz,HFD-Pz,KFD-Fpz,KFD-Pz,DFA-a1-Fpz,DFA-a2-Fpz,DFA-a1-Pz,DFA-a2-Pz,H-Fpz,H-Pz,ApEn-m1-Fpz,ApEn-m2-Fpz,ApEn-m1-Pz,ApEn-m2-Pz,SampEn-m1-Fpz,SampEn-m2-Fpz,SampEn-m1-Pz,SampEn-m2-Pz,MSE-tau2-Fpz,MSE-tau3-Fpz,MSE-tau4-Fpz,MSE-tau5-Fpz,MSE-tau6-Fpz,MSE-tau2-Pz,MSE-tau3-Pz,MSE-tau4-Pz,MSE-tau5-Pz,MSE-tau6-Pz
18,2,2913000,0,1,1.4727039,1.5898799,1.6757952,1.9613568,1.0209175,1.0471591,1.3104748,1.2415992,0.6339969,0.78896034,0.77900887,0.7727099000000001,2.109729,1.6530066000000003,2.7584077999999996,1.7813983,1.9326578,1.8134065,2.6664524,2.6049256,1.6291010000000001,1.5912551000000001,1.5612416,1.5723673,1.6311950000000002,2.2731488,2.2381225,2.1024427000000006,2.0402389,2.1047337
18,2,2916000,0,1,1.4940875,1.6110712999999999,1.7623967,1.9840602999999999,1.0148703000000001,1.0463492,1.1326091,1.0788826999999999,0.54220426,0.71240306,0.8338078999999999,0.76202273,2.4023042,1.7397061999999999,2.7530754,1.8021398000000002,2.2752519,2.1806,2.6784356,2.6388022999999996,1.9321427,1.9191723000000003,1.8915311000000001,1.9531043999999997,2.0860193,2.3789978,2.1888153999999997,2.0444875,1.9602826,1.9959668999999998
18,2,2919000,0,1,1.4835124,1.6049773,1.7314781000000004,1.974606,1.0159127000000001,1.0499233000000001,1.1780783000000001,1.1726063,0.5860221999999999,0.7552795999999999,0.77449566,0.7548276999999999,2.2681732000000006,1.6915278000000002,2.7903256,1.7670796999999998,2.105966,1.9985394,2.724323,2.6981347,1.7743337,1.7542956000000003,1.7697101999999998,1.7000528999999998,1.8504491000000003,2.3236383999999997,2.1824917999999998,2.1815243,2.0120254,1.9834341
18,2,2922000,0,1,1.4765603999999999,1.6060925,1.6857064999999998,1.9578508999999997,1.0172489,1.0427338,1.2319635,1.2796329,0.6536188,0.81311715,0.82244474,0.7704568,2.2434423,1.7095040000000001,2.7858443,1.7722759999999997,2.1167114,2.0078475,2.7359984,2.6518638,1.8619767,1.7810183000000002,1.8218133,1.8029244,1.9407421000000002,2.3688078,2.2754152000000003,2.239425,2.0640068,2.0320032
18,2,2925000,0,1,1.4657235,1.5923684,1.6889585999999999,1.9493368999999998,1.0158587,1.0473294,1.3372582,1.2346948,0.640034,0.8000274,0.8375568999999999,0.750693,2.2061152,1.6646861000000002,2.7273028,1.7910857,2.0554633,1.9192688000000002,2.647442,2.6010866000000004,1.7484714,1.7877352999999998,1.7302433000000002,1.7823220000000002,1.8675834999999998,2.2928104,2.171948,2.0904644,2.0875607,2.0769258
18,2,2928000,0,1,1.4263097,1.5971187,1.6146936,1.9544791000000001,1.0150125,1.0424318000000001,1.3795886,1.262493,0.6213331,0.8312533000000001,0.8611426,0.82725406,2.0863044,1.6236268,2.7876034,1.7977254,1.9383781999999998,1.8455342000000001,2.7273737999999996,2.6746194,1.7703958999999998,1.7596976000000002,1.7956443,1.8887191000000003,1.8958261000000003,2.3677707000000003,2.313831,2.1767166000000002,2.1162066000000004,2.1749597
18,2,2931000,0,1,1.4553351,1.5933671999999999,1.682625,1.9436166000000001,1.0165254000000001,1.0398805,1.2956017,1.2377477,0.6869685000000001,0.84515905,0.8418838,0.74782085,2.1492765,1.6351038,2.7579978,1.7963213,1.9810593999999997,1.8448171999999998,2.6920025,2.661315,1.7201362,1.7136816000000004,1.7439982,1.6838706,1.6620232,2.4884374,2.1811743,2.1187088,2.0688004,2.0241091
18,2,2934000,0,1,1.482301,1.5912443,1.6944039,1.9456495999999999,1.0176498,1.0330966000000001,1.2305684,1.2211614,0.64536875,0.94300795,0.80211097,0.7934728,2.2557662,1.6551932,2.8124976000000004,1.7475679,2.077395,1.9293247,2.7547118999999998,2.7217102000000004,1.7384509,1.6849504000000002,1.6692953999999998,1.7201035,1.7575797999999998,2.4179678,2.239984,2.1640205000000003,2.0943513,2.1037111
18,2,2937000,0,1,1.4078624,1.5774540000000001,1.6114344999999999,1.9335258999999998,1.0168161,1.04129,1.3616306,1.1777283,0.7182714,0.9918235000000001,0.8775774,0.73645824,2.1008549,1.6097252,2.672582,1.7161735,1.9056487000000002,1.7699297999999999,2.5327057999999996,2.4017322,1.6625928,1.7260351000000003,1.8731115000000003,1.935931,1.9740810000000002,2.1062746,2.0609900000000003,2.0930101999999997,1.9797139,2.0174499
18,2,2940000,0,1,1.4067694,1.5956274,1.5973319,1.9490447,1.0160624,1.0288454,1.4025971000000002,1.2163819,0.6626302,0.89841056,0.8692118000000001,0.81797004,2.0353835,1.5768821000000002,2.7477042999999997,1.7608898999999998,1.8657569,1.7308675,2.6376166000000003,2.5491283,1.5599616000000003,1.6095966,1.6169851,1.6738901000000002,1.614206,2.412845,2.2305841,2.189229,2.1914700000000003,2.1805997
18,2,2943000,0,1,1.4042885,1.5869216,1.6159729999999999,1.9576558999999998,1.014046,1.0348613000000002,1.3927964,1.1268528,0.6042010999999999,0.88116395,0.8593919,0.7341835999999999,2.0023768,1.5346164,2.686639,1.7116271,1.7986629,1.6502879000000001,2.5402727,2.4082072,1.5558951,1.5477718,1.6165166000000002,1.6379126,1.7179801,2.2387059,2.096303,1.9791572,2.0665126,1.96043
18,2,2946000,0,1,1.4246807,1.6135888999999999,1.6520872,1.9761488,1.0150137,1.0531288,1.3758125,1.1688167,0.54224324,0.81549543,0.812132,0.7921088000000001,2.0468805,1.5488621,2.7208326,1.7429173999999998,1.8009328999999998,1.6535202000000002,2.582888,2.4722958,1.5589875,1.5164474,1.5535208,1.559131,1.4242861999999998,2.1757633999999997,2.038585,2.0684688,1.911686,1.8931606
18,2,2949000,0,1,1.4601235000000001,1.6593612000000002,1.6961477999999999,2.0176,1.0113325,1.0828336,1.4093773,1.1454748,0.44073978,0.5997455,0.80606306,0.88176304,2.139929,1.6598623,2.8429365,1.8120581000000002,1.9731911,1.8805168999999997,2.826463,2.8367897999999996,1.6877583999999999,1.6403539,1.5936536000000001,1.5012243,1.5906919,2.4349682,2.1556252999999996,2.0079935,1.9629346999999997,1.8005285
18,2,2952000,0,1,1.4605622999999999,1.6357253999999999,1.7058848000000002,2.0005414,1.0121958,1.068604,1.2971113,1.3478511999999998,0.44300476,0.7985057,0.7463827,0.82069033,2.0616055,1.6041774,2.8267782,1.721054,1.8834089,1.7637618000000002,2.7390944999999998,2.6228936000000003,1.5959442,1.5424775,1.5804764,1.5951736,1.4729927,2.3543978,2.0934062,1.9753494999999999,1.8895292000000001,1.8868068
18,2,2955000,0,1,1.407577,1.582691,1.6329861,1.9587268,1.0158479999999999,1.0449780999999998,1.3226122,1.2857413999999998,0.5710770000000001,0.9351155000000001,0.8253775,0.75854975,2.0383072,1.4975938,2.7134461,1.7316373999999999,1.788054,1.609438,2.5661056,2.4117740000000003,1.587803,1.6352931,1.7124357,1.6905534,1.8158484000000001,2.1541324,2.1280622000000005,2.0445552,2.0425334,2.0116615
18,2,2958000,0,1,1.4226798,1.589719,1.6170332,1.9589492,1.0141689,1.0357777,1.3127598999999999,1.320147,0.6550903,0.9256153,0.84284323,0.8087951999999999,1.8998418999999998,1.3835151,2.7603237999999997,1.7759488999999997,1.5752885,1.3457925,2.6707587000000004,2.6489305,1.3224639,1.3465288999999998,1.3939183000000002,1.4927337999999999,1.470899,2.2453501,2.1961846,2.1376762,1.9354246,1.9096949
18,2,2961000,0,1,1.412709,1.570198,1.6139863,1.9636879,1.0133744,1.047139,1.3414149,1.3126883999999999,0.58808964,0.73658085,0.8305261999999999,0.7407566,1.9687921000000002,1.5167181,2.6858091,1.7057855,1.7621674999999999,1.6136636,2.4957849999999997,2.3746471000000002,1.478115,1.5148793,1.5464445,1.6284462,1.5866556,2.1657526000000002,2.1514947,2.0157797,2.0146801,1.9960598999999999
18,2,2964000,0,1,1.3964866000000002,1.5910870000000001,1.5648357,1.9644339,1.0161453,1.0526897,1.318288,1.4269758,0.5671181,0.9599435,0.8356073,0.76463,1.7819206000000003,1.3855768,2.6462502,1.6927348000000002,1.5307018000000001,1.3327852,2.4735713,2.3110287,1.3032395,1.3842956,1.4452152,1.4770663999999998,1.4321039,2.1541040000000002,2.0188450000000002,1.9306849,1.9588917000000001,1.8175672999999999
18,2,2967000,0,1,1.4208946000000002,1.6242926000000002,1.627429,2.0032601000000003,1.0117595,1.0704186000000002,1.3113347,1.2456598,0.48917335,0.6848458000000001,0.84284544,0.8617548,2.0100322,1.5546566000000002,2.8340970000000003,1.7547042000000002,1.7947956000000003,1.6864105,2.7811779999999997,2.7496047000000003,1.5760564,1.5645913,1.6293516000000001,1.7018112,1.6957096,2.4243004,2.2290254000000003,2.1379066000000004,1.9890508999999998,1.8879032999999998
18,2,2970000,0,1,1.4063698,1.6245159,1.6035053,2.0000459999999998,1.0110759,1.0533661,1.4153541,1.3408028,0.5029783,0.7715719,0.7833022,0.80862707,1.855746,1.4618898999999999,2.7920084,1.7745654999999998,1.65565,1.5130618999999998,2.7270737,2.6826694,1.3895692,1.4291222,1.4865638,1.5456482,1.5750703000000001,2.3747363,2.1087646,2.0544717,1.9015118000000002,1.839906
18,2,2973000,0,1,1.4137177,1.6294646000000002,1.6168308,1.9968456,1.0111325,1.0569468000000002,1.4290833,1.2591257,0.48662007,0.82347536,0.8391168999999999,0.78606874,1.9082341,1.4396802,2.7621130000000003,1.7624179,1.6265868,1.4771705,2.6405265,2.583802,1.3374208,1.3646657,1.3582566999999999,1.4381793,1.3519696,2.1756408,1.9216768,1.9225332999999998,1.8475943,1.7185203000000002
18,2,2976000,0,1,1.5041944,1.5972195,1.766663,1.9814692999999999,1.0207496999999999,1.0562281999999998,1.0581918,1.2103945,0.562186,0.78163457,0.82656413,0.7804641,2.329926,1.5577246,2.7923481,1.7810724999999998,2.044264,1.7577612,2.723933,2.6855588,1.6312393,1.6132377,1.7042818,1.7115673999999999,1.7560604,2.3239683999999996,2.0553157,2.0088632,1.8537339,1.8322076
18,2,2979000,0,1,1.4819111999999999,1.6119218000000002,1.6736275,1.9827675999999999,1.027383,1.0807753999999998,1.185438,1.2653569,0.53776544,1.0102834,0.88812643,0.8208721,2.2671442,1.6835273999999998,2.8013582,1.7547082999999999,2.114247,1.9371866000000002,2.6930976,2.6359115,1.7609358,1.7194927,1.7168077000000002,1.8235169999999998,1.8164108,2.3266952,2.1111834,1.9952136000000003,1.9109291000000002,1.8855481
18,2,2982000,0,1,1.4618809,1.5868828000000001,1.6334298999999999,1.9760069,1.0182493000000001,1.0659931999999999,1.2393684,1.4299886999999998,0.49416718,0.952242,0.84528357,0.81988484,2.032249,1.5636370000000002,2.6898142999999997,1.6853529999999999,1.8683256999999998,1.6885564,2.5031807,2.3449272999999997,1.5331582000000001,1.4724633,1.4411763000000002,1.4775982,1.5173098,2.1243286,1.943541,1.9788904999999999,1.8133231,1.7820011000000002
18,2,2985000,0,1,1.5241896000000001,1.6006322,1.7847267,2.0037006999999996,1.0267046999999998,1.0599895000000001,1.097293,1.118732,0.46791926,0.6860115999999999,0.83799,0.7768413000000001,2.4214982999999997,1.6712547999999998,2.7359962,1.7843767,2.2521357999999996,2.0365984,2.6503349999999997,2.603493,1.7651731,1.7242416,1.6508304,1.7085819,1.6278967,2.3372135,2.0820386,2.043244,1.8865106,1.8070147
18,2,2988000,0,1,1.480253,1.5955389,1.6881788,1.9821292000000001,1.0250503,1.0523652000000001,1.218516,1.2277993,0.45768258,0.84653527,0.8431655999999998,0.74178815,2.2410938999999996,1.6274177,2.6401582,1.7365661000000001,2.0578783,1.8788656000000004,2.4555127999999997,2.3308935,1.6920258000000001,1.6970968000000002,1.6512495999999999,1.616261,1.6734818,2.1269388,1.9552541,1.8652085999999999,1.8852950000000002,1.7665810000000002
18,2,2991000,0,1,1.434232,1.5766373,1.6069498,1.9770572,1.0179385,1.0547222,1.3848258,1.1263807,0.5865438000000001,0.75951356,0.8821403,0.74664134,2.0901549999999998,1.5844553999999997,2.7151433999999997,1.7816142,1.8879602,1.6945139999999999,2.596972,2.544866,1.5530956,1.5211101999999999,1.520294,1.5460801000000002,1.5558537000000001,2.370015,2.0097158,1.9875937,1.9903919999999997,1.8394396000000002
18,2,2994000,0,1,1.4402086,1.62079,1.7165973,2.0018938000000004,1.0092157,1.0504619,1.226426,1.1300825,0.5250829,0.72066736,0.80532193,0.7894515000000001,2.082013,1.5750551000000002,2.8451836,1.7721182,1.8800325,1.7612273999999997,2.8213828,2.7773849999999998,1.7301490000000002,1.7521527,1.8672221000000002,1.7375306000000001,1.8704634999999998,2.4797822999999997,2.2731988,2.149296,2.016513,2.1116903
18,2,2997000,0,1,1.5531533000000002,1.6143733999999998,1.8079585999999999,2.0047639999999998,1.0287431,1.0575875,1.0385832,1.1683251000000001,0.48947203,0.6365804,0.81015545,0.7865800000000001,2.3922083,1.7299012999999999,2.8236594,1.7842014,2.2840376,2.1518778999999997,2.792107,2.7940345,1.8194875,1.7274616000000003,1.6172933999999999,1.6290511,1.6609485000000002,2.464423,2.2032812,2.0774014,1.9384195,1.9237881999999997
18,2,3000000,0,1,1.6332777,1.6483206999999997,1.9915501,2.0226202,1.0334035,1.0611628,0.6389103,0.775595,0.42890185,0.48677412,0.81509376,0.85411775,2.810701,1.8122668000000002,2.8217173,1.8195970000000001,2.787227,2.7509816000000002,2.7990305,2.785748,2.3599197999999997,2.2690504000000002,2.1007977,2.1189468,2.035617,2.4684459999999997,2.0682023000000003,2.08367,1.8988955,1.7533249
18,2,3003000,0,1,1.5037512,1.5959542,1.7219305,2.0059310000000004,1.0287719000000002,1.0804399,1.1999866000000001,1.1691542,0.45986205,0.6232745,0.85586536,0.8195399999999999,2.3703372000000003,1.744837,2.7783015,1.7760005,2.2745414,2.182026,2.6945486,2.6809157999999997,1.855302,1.7196474999999998,1.6923171000000001,1.6090434,1.655814,2.3786373,2.1812487000000003,2.0228566999999997,1.9040041,1.7874568
18,2,3006000,0,1,1.4874123,1.5844817,1.6829563000000003,1.9987845000000002,1.0191259,1.0736047,1.3147416,1.2389461000000002,0.4670152,0.56735057,0.80291826,0.79569066,2.1408517000000002,1.6837705000000003,2.701098,1.78075,2.0038252,1.9015448,2.5889137000000004,2.521401,1.6523273999999997,1.4860437,1.5579631,1.5313370000000002,1.5142668,2.287215,2.146631,2.015612,1.8925917,1.8080481
18,2,3009000,0,1,1.4314176,1.5954008999999998,1.6316354,2.002095,1.0133853000000002,1.0648794,1.3913124,1.3771552,0.46657133,0.7489682,0.8015926,0.7991951999999999,1.9071297999999999,1.499382,2.7524967,1.7696031000000003,1.6645753,1.5129913000000001,2.6500297,2.5751342999999998,1.3943063999999998,1.3757508999999999,1.34074,1.3730778000000001,1.4456486000000002,2.3367674,2.124792,1.9454291000000001,1.7984166000000001,1.7812631999999997
18,2,3012000,0,1,1.3696473999999998,1.5866474,1.509184,1.9919669999999998,1.0145445,1.0723063999999998,1.4860243999999998,1.3471103000000002,0.45967537,0.63085246,0.849305,0.78352916,1.7151986000000001,1.3925986000000001,2.702919,1.7519113000000002,1.4956516000000002,1.3538673,2.5633624,2.4670036,1.2366647,1.2805403,1.2378167,1.2964195,1.3427993,2.1608534,2.1140785,1.9727682,1.8489512,1.8039571
18,2,3015000,0,1,1.3658217,1.6060928,1.5014844999999999,1.9799156999999998,1.0115656,1.0503453999999999,1.4960911,1.394939,0.59411013,0.85531396,0.8597761,0.83356416,1.576093,1.2982798999999998,2.6686628,1.7096663,1.3740357,1.2414986000000001,2.4720736,2.3408794,1.1968564,1.2678703000000002,1.3832006000000001,1.4289303,1.5007633999999999,2.2481616,2.2004151000000003,2.0854838,2.033064,1.9056175
18,2,3018000,0,1,1.5020592,1.5177038,1.7183406000000003,1.9159238,1.0113744,1.0213984,1.1019245,1.4905589,0.9493792999999999,0.94027585,0.7445642,0.843893,1.9383720000000002,1.5148402,2.4512587000000003,1.7492584999999998,1.7491661,1.6135241000000002,2.2906353,2.1958928,1.4740428,1.5122759,1.4945631000000001,1.5547575,1.5090466999999999,2.3826544,2.4380827000000003,2.2542443,2.0484793000000003,1.9044208999999999
18,2,3021000,0,1,1.5186823999999999,1.4495227,1.8798264,1.8571463,1.0072093,1.0105366,1.0904106000000002,0.88703436,1.2229316000000001,0.64050055,0.82344896,0.8598488999999999,2.6186416,1.7864105,2.3470793,1.7454186999999999,2.5299032,2.4601083,2.2405502999999998,2.0878349999999997,2.3477419999999998,2.4185786,2.4579772999999996,2.4316423,2.6995172999999997,2.4186072,2.643541,2.6026897,2.503955,2.1580037999999995
18,2,3024000,0,1,1.4583386,1.413835,1.8440197,1.8378878,1.0041594999999999,1.0072781,1.3005291,0.81214756,1.3411852,0.40359017,0.88617015,0.8819231,2.4431813,1.8167707999999998,2.4278846,1.7103220000000001,2.368221,2.33169,2.351008,2.1589292999999996,2.353166,2.5019063999999998,2.60033,2.7131653,2.2422652000000003,2.3704278,2.5591767000000005,2.648331,2.4473898,2.4581814
18,2,3027000,0,1,1.4210714,1.4114574,1.7814546000000002,1.8344464,1.0039117,1.0072756,1.3689995000000001,1.0931921999999998,1.3392073,0.40669107,0.84905905,0.8944644,2.2032950000000002,1.7819238999999998,2.3298528,1.6832107,2.1344962000000005,2.128077,2.2431636000000004,1.9896996,2.1142154,2.369252,2.4695218,2.5761435,2.2919655,2.3747453999999997,2.7377872,2.6394541,2.51145,2.3197215
18,2,3030000,0,1,1.4900523,1.4252366,1.8691467000000002,1.8426203,1.0037203000000001,1.0061752,1.2442843000000001,0.7437874,1.2949361000000001,0.39307445,0.85975564,0.8816853000000001,2.6240437,1.7915,2.3474615,1.7178195,2.56859,2.5689445,2.2631490000000003,2.0548856,2.3608358,2.4510452999999996,2.4881067000000003,2.3844075,2.4752447999999996,2.288225,2.6152743999999997,2.4420017999999994,2.3932933999999997,2.4045877
18,2,3033000,0,1,1.450346,1.4561238,1.7297121,1.8729354999999999,1.0032752,1.0059516,1.2847986,1.305116,1.2075011999999998,0.48164633,0.8508414000000001,0.8947748999999999,2.1116874,1.6998789,2.4416227000000004,1.7100924,1.9879383999999998,1.9687618000000002,2.3759449,2.1393046,1.9531180000000001,1.9891188999999998,2.097044,2.1090004,1.8880553,2.34253,2.5064127,2.5346973,2.1990747,2.4184923
18,2,3036000,0,1,1.4944856000000002,1.4379906999999998,1.8418561000000002,1.8339225,1.0033873,1.0045115,1.2163111999999998,0.90520495,1.2444111999999998,0.5666916999999999,0.8623716,0.8853595,2.4677408,1.8496176,2.4515374,1.7064903000000002,2.4118327999999996,2.402034,2.337612,2.1829132999999996,2.2986617000000003,2.3598127,2.3982153,2.2268527000000002,2.3654990000000002,2.3194003,2.5544453,2.8029907000000005,2.475085,2.116362
